index,Parameter Name,a3,BE(13LamC)(MeV),BE-11.88MeV
1201,J-28L-30K300ms_m0.95,-1.8462634086608887,11.87993163432968,-6.836567032131313e-5
1202,J-28L-30K300ms_m1.0,-0.8040106296539307,11.88004884008349,4.884008348859936e-5
1203,J-28L-30K600ms_m0.6,NaN,NaN,NaN
1204,J-28L-30K600ms_m0.65,NaN,NaN,NaN
1205,J-28L-30K600ms_m0.7,NaN,NaN,NaN
1206,J-28L-30K600ms_m0.75,NaN,NaN,NaN
1207,J-28L-30K600ms_m0.8,NaN,NaN,NaN
1208,J-28L-30K600ms_m0.85,NaN,NaN,NaN
1209,J-28L-30K600ms_m0.9,NaN,NaN,NaN
1210,J-28L-30K600ms_m0.95,NaN,NaN,NaN
1211,J-28L-30K600ms_m1.0,NaN,NaN,NaN
1212,J-28L-20K0ms_m0.6,29.36595916748047,11.880081800891304,8.180089130327417e-5
1213,J-28L-20K0ms_m0.65,29.62993621826172,11.880012358871397,1.2358871396500604e-5
1214,J-28L-20K0ms_m0.7,29.911842346191406,11.880086728004201,8.672800420050919e-5
1215,J-28L-20K0ms_m0.75,30.20862579345703,11.880056525084143,5.652508414222268e-5
1216,J-28L-20K0ms_m0.8,30.511512756347656,11.879933825699084,-6.617430091715448e-5
1217,J-28L-20K0ms_m0.85,30.81745147705078,11.879895815641788,-0.00010418435821257788
1218,J-28L-20K0ms_m0.9,31.63532257080078,11.879901487038609,-9.851296139196108e-5
1219,J-28L-20K0ms_m0.95,31.94164276123047,11.880060499669924,6.0499669922720045e-5
1220,J-28L-20K0ms_m1.0,32.249488830566406,11.87997325201087,-2.674798913027132e-5
1221,J-28L-20K300ms_m0.6,-1.0636723041534424,11.879966104739864,-3.3895260136418415e-5
1222,J-28L-20K300ms_m0.65,0.06856672465801239,11.879960613259342,-3.938674065828707e-5
1223,J-28L-20K300ms_m0.7,1.1567676067352295,11.879956767533244,-4.323246675674852e-5
1224,J-28L-20K300ms_m0.75,2.2071385383605957,11.880041597855538,4.1597855537034434e-5
1225,J-28L-20K300ms_m0.8,3.2175683975219727,11.8796792063861,-0.00032079361390024985
1226,J-28L-20K300ms_m0.85,4.1906023025512695,11.879957038060411,-4.296193958985839e-5
1227,J-28L-20K300ms_m0.9,5.134000778198242,11.880064329091198,6.432909119702401e-5
1228,J-28L-20K300ms_m0.95,6.052675247192383,11.880003793150522,3.79315052079221e-6
1229,J-28L-20K300ms_m1.0,6.94493293762207,11.879939796988737,-6.0203011264192696e-5
1230,J-28L-20K600ms_m0.6,NaN,NaN,NaN
1231,J-28L-20K600ms_m0.65,NaN,NaN,NaN
1232,J-28L-20K600ms_m0.7,NaN,NaN,NaN
1233,J-28L-20K600ms_m0.75,NaN,NaN,NaN
1234,J-28L-20K600ms_m0.8,NaN,NaN,NaN
1235,J-28L-20K600ms_m0.85,NaN,NaN,NaN
1236,J-28L-20K600ms_m0.9,NaN,NaN,NaN
1237,J-28L-20K600ms_m0.95,NaN,NaN,NaN
1238,J-28L-20K600ms_m1.0,-9.713420867919922,11.879928764651453,-7.123534854791558e-5
1239,J-28L-10K0ms_m0.6,44.98695373535156,11.880056099472185,5.609947218410127e-5
1240,J-28L-10K0ms_m0.65,44.98924255371094,11.880171828093182,0.00017182809318150305
1241,J-28L-10K0ms_m0.7,45.02510070800781,11.880069977942838,6.997794283769565e-5
1242,J-28L-10K0ms_m0.75,45.08766174316406,11.880060242303784,6.024230378365303e-5
1243,J-28L-10K0ms_m0.8,45.17005920410156,11.880022880034716,2.288003471484501e-5
1244,J-28L-10K0ms_m0.85,45.26695251464844,11.879821555251894,-0.00017844474810679856
1245,J-28L-10K0ms_m0.9,45.36918640136719,11.880078219230825,7.821923082396154e-5
1246,J-28L-10K0ms_m0.95,45.48591613769531,11.879985670696371,-1.432930362987861e-5
1247,J-28L-10K0ms_m1.0,46.21528625488281,11.879721727266542,-0.0002782727334587065
1248,J-28L-10K300ms_m0.6,9.166421890258789,11.880050794812163,5.0794812162635594e-5
1249,J-28L-10K300ms_m0.65,10.00875473022461,11.8799383974212,-6.160257880161168e-5
1250,J-28L-10K300ms_m0.7,11.045207977294922,11.863787640544643,-0.016212359455357372
1251,J-28L-10K300ms_m0.75,12.27468490600586,11.880192236294363,0.00019223629436204703
1252,J-28L-10K300ms_m0.8,13.047542572021484,11.87992838341647,-7.161658353105338e-5
1253,J-28L-10K300ms_m0.85,13.795413970947266,11.88010960081344,0.00010960081344002504
1254,J-28L-10K300ms_m0.9,14.522113800048828,11.879929978065036,-7.002193496497e-5
1255,J-28L-10K300ms_m0.95,15.230121612548828,11.880115556068944,0.0001155560689429791
1256,J-28L-10K300ms_m1.0,15.922489166259766,11.879929964209893,-7.003579010778083e-5
1257,J-28L-10K600ms_m0.6,NaN,NaN,NaN
1258,J-28L-10K600ms_m0.65,NaN,NaN,NaN
1259,J-28L-10K600ms_m0.7,NaN,NaN,NaN
1260,J-28L-10K600ms_m0.75,NaN,NaN,NaN
1261,J-28L-10K600ms_m0.8,-8.589372634887695,11.880063346881556,6.334688155540391e-5
1262,J-28L-10K600ms_m0.85,-7.593927383422852,11.879966755132827,-3.324486717382058e-5
1263,J-28L-10K600ms_m0.9,-6.354055404663086,11.880058933579363,5.8933579362374644e-5
1264,J-28L-10K600ms_m0.95,-5.167112350463867,11.879926009474048,-7.399052595324918e-5
1265,J-28L-10K600ms_m1.0,-4.033169746398926,11.880126477112952,0.00012647711295166175
1266,J-28L0K0ms_m0.6,63.10142517089844,11.879808903252652,-0.00019109674734885118
1267,J-28L0K0ms_m0.65,62.88246154785156,11.880110130535911,0.00011013053591035771
1268,J-28L0K0ms_m0.7,62.71308898925781,11.880076530501341,7.653050134059924e-5
1269,J-28L0K0ms_m0.75,62.57652282714844,11.880203834005869,0.0002038340058678756
1270,J-28L0K0ms_m0.8,62.47352600097656,11.87993190490863,-6.809509137006842e-5
1271,J-28L0K0ms_m0.85,62.38960266113281,11.87999403005223,-5.969947769912665e-6
1272,J-28L0K0ms_m0.9,62.32398986816406,11.879878958032947,-0.00012104196705386983
1273,J-28L0K0ms_m0.95,62.27058410644531,11.8799336717383,-6.632826170083206e-5
1274,J-28L0K0ms_m1.0,62.22785949707031,11.879909400344587,-9.059965541347026e-5
1275,J-28L0K300ms_m0.6,21.57367706298828,11.880040156813095,4.0156813094327504e-5
1276,J-28L0K300ms_m0.65,22.14092254638672,11.879963578759316,-3.6421240684703093e-5
1277,J-28L0K300ms_m0.7,22.69786834716797,11.879933116087727,-6.688391227349655e-5
1278,J-28L0K300ms_m0.75,23.24298858642578,11.879826514787666,-0.00017348521233451208
1279,J-28L0K300ms_m0.8,23.77056121826172,11.880019109814,1.9109813999662606e-5
1280,J-28L0K300ms_m0.85,24.99164581298828,11.879883262638415,-0.00011673736158535064
1281,J-28L0K300ms_m0.9,25.509300231933594,11.87977268632892,-0.0002273136710808643
1282,J-28L0K300ms_m0.95,26.01856231689453,11.880109204413401,0.00010920441340012133
1283,J-28L0K300ms_m1.0,26.518287658691406,11.880033959191394,3.39591913931514e-5
1284,J-28L0K600ms_m0.6,-5.701169967651367,11.879959167978669,-4.0832021332093404e-5
1285,J-28L0K600ms_m0.65,-4.293379783630371,11.879898734667364,-0.00010126533263665749
1286,J-28L0K600ms_m0.7,-2.954087257385254,11.879945673478701,-5.4326521299330466e-5
1287,J-28L0K600ms_m0.75,-1.675865650177002,11.880081862655317,8.186265531584525e-5
1288,J-28L0K600ms_m0.8,-0.4498785734176636,11.880022793108921,2.2793108920282634e-5
1289,J-28L0K600ms_m0.85,0.7243478298187256,11.880215718939823,0.00021571893982219592
1290,J-28L0K600ms_m0.9,1.8590712547302246,11.880053242485985,5.324248598448378e-5
1291,J-28L0K600ms_m0.95,2.958550453186035,11.87999587219997,-4.1278000306732565e-6
1292,J-28L0K600ms_m1.0,3.5619401931762695,11.880075054179017,7.50541790157655e-5
1293,J-28L10K0ms_m0.6,84.23904418945312,11.879990009753456,-9.99024654468883e-6
1294,J-28L10K0ms_m0.65,83.86825561523438,11.880269360902105,0.0002693609021040544
1295,J-28L10K0ms_m0.7,83.55545043945312,11.879864194749516,-0.000135805250485177
1296,J-28L10K0ms_m0.75,83.28384399414062,11.880199079626578,0.00019907962657761402
1297,J-28L10K0ms_m0.8,83.04428100585938,11.880281203295652,0.00028120329565162194
1298,J-28L10K0ms_m0.85,82.83676147460938,11.880179072774013,0.00017907277401185695
1299,J-28L10K0ms_m0.9,82.64907836914062,11.879833058584424,-0.0001669414155767157
1300,J-28L10K0ms_m0.95,82.47817993164062,11.879815562317148,-0.00018443768285258955
1301,J-28L10K0ms_m1.0,82.32101440429688,11.880017147661704,1.7147661703020844e-5
1302,J-28L10K300ms_m0.6,35.67699432373047,11.88003204436356,3.204436355908058e-5
1303,J-28L10K300ms_m0.65,35.98102569580078,11.880058565367207,5.8565367206497854e-5
1304,J-28L10K300ms_m0.7,36.29230499267578,11.879918057103325,-8.194289667606824e-5
1305,J-28L10K300ms_m0.75,36.604347229003906,11.879952287950957,-4.771204904407966e-5
1306,J-28L10K300ms_m0.8,36.916770935058594,11.879936998576,-6.30014240012855e-5
1307,J-28L10K300ms_m0.85,37.22614288330078,11.880077482080765,7.748208076385765e-5
1308,J-28L10K300ms_m0.9,37.528648376464844,11.880047765589495,4.776558949437515e-5
1309,J-28L10K300ms_m0.95,38.61869812011719,11.879816360868091,-0.00018363913190988512
1310,J-28L10K300ms_m1.0,38.93531799316406,11.880051826818118,5.1826818117106654e-5
1311,J-28L10K600ms_m0.6,3.854050636291504,11.880082762991037,8.27629910364891e-5
1312,J-28L10K600ms_m0.65,4.968633651733398,11.880085332711857,8.533271185662272e-5
1313,J-28L10K600ms_m0.7,6.854429244995117,11.879999841656215,-1.5834378608303723e-7
1314,J-28L10K600ms_m0.75,7.89860725402832,11.880004195375221,4.195375220561459e-6
1315,J-28L10K600ms_m0.8,8.901205062866211,11.879994726089834,-5.273910167247209e-6
1316,J-28L10K600ms_m0.85,9.867992401123047,11.879930338224142,-6.966177585887579e-5
1317,J-28L10K600ms_m0.9,10.801067352294922,11.87996489363266,-3.510636734027628e-5
1318,J-28L10K600ms_m0.95,11.70724868774414,11.879834083214604,-0.00016591678539690236
1319,J-28L10K600ms_m1.0,12.587108612060547,11.880009251540486,9.251540484811471e-6
1320,J-28L20K0ms_m0.6,109.21615600585938,11.880009015249968,9.015249966992656e-6
1321,J-28L20K0ms_m0.65,108.81332397460938,11.879994152864683,-5.847135318148844e-6
1322,J-28L20K0ms_m0.7,108.47152709960938,11.87985423978833,-0.00014576021167123088
1323,J-28L20K0ms_m0.75,108.16787719726562,11.880113072769703,0.0001130727697020717
1324,J-28L20K0ms_m0.8,107.91000366210938,11.880009521960588,9.52196058712218e-6
1325,J-28L20K0ms_m0.85,107.67349243164062,11.879915132555908,-8.486744409275104e-5
1326,J-28L20K0ms_m0.9,107.45834350585938,11.879893605503298,-0.00010639449670257761
1327,J-28L20K0ms_m0.95,107.26760864257812,11.87982108646392,-0.0001789135360805716
1328,J-28L20K0ms_m1.0,107.08755493164062,11.879841355690445,-0.000158644309555811
1329,J-28L20K300ms_m0.6,51.71226501464844,11.87998650030383,-1.3499696171592745e-5
1330,J-28L20K300ms_m0.65,51.77101135253906,11.87997218024266,-2.781975734045261e-5
1331,J-28L20K300ms_m0.7,51.85111999511719,11.880076069947279,7.606994727815675e-5
1332,J-28L20K300ms_m0.75,51.94725036621094,11.880152301502633,0.00015230150263256803
1333,J-28L20K300ms_m0.8,52.05863952636719,11.880115466083268,0.00011546608326717944
1334,J-28L20K300ms_m0.85,52.17308044433594,11.879913528994678,-8.647100532321872e-5
1335,J-28L20K300ms_m0.9,52.28981018066406,11.87999102332087,-8.97667913157818e-6
1336,J-28L20K300ms_m0.95,52.41188049316406,11.879990853300598,-9.14669940321744e-6
1337,J-28L20K300ms_m1.0,53.45710754394531,11.879994072713558,-5.927286442997115e-6
1338,J-28L20K600ms_m0.6,15.484180450439453,11.879965360851216,-3.4639148784876284e-5
1339,J-28L20K600ms_m0.65,16.34286880493164,11.880009882424261,9.882424260254652e-6
1340,J-28L20K600ms_m0.7,17.16054916381836,11.880029339776542,2.9339776540737716e-5
1341,J-28L20K600ms_m0.75,17.943706512451172,11.880071108835594,7.110883559313663e-5
1342,J-28L20K600ms_m0.8,19.57019805908203,11.880054543644661,5.454364466039863e-5
1343,J-28L20K600ms_m0.85,20.330848693847656,11.879900193613722,-9.980638627915539e-5
1344,J-28L20K600ms_m0.9,21.068992614746094,11.88000785623359,7.856233589009776e-6
1345,J-28L20K600ms_m0.95,21.78844451904297,11.880012261460521,1.2261460520690548e-5
1346,J-28L20K600ms_m1.0,22.491111755371094,11.880109075647454,0.00010907564745288312
1347,J-27L-50K0ms_m0.6,NaN,NaN,NaN
1348,J-27L-50K0ms_m0.65,NaN,NaN,NaN
1349,J-27L-50K0ms_m0.7,NaN,NaN,NaN
1350,J-27L-50K0ms_m0.75,NaN,NaN,NaN
1351,J-27L-50K0ms_m0.8,NaN,NaN,NaN
1352,J-27L-50K0ms_m0.85,-9.905109405517578,11.880114079091868,0.0001140790918672252
1353,J-27L-50K0ms_m0.9,-8.80681037902832,11.88013396019494,0.00013396019493860933
1354,J-27L-50K0ms_m0.95,-7.739744186401367,11.879853920109923,-0.00014607989007764388
1355,J-27L-50K0ms_m1.0,-6.70252799987793,11.880107486132275,0.00010748613227384851
1356,J-27L-50K300ms_m0.6,NaN,NaN,NaN
1357,J-27L-50K300ms_m0.65,NaN,NaN,NaN
1358,J-27L-50K300ms_m0.7,NaN,NaN,NaN
1359,J-27L-50K300ms_m0.75,NaN,NaN,NaN
1360,J-27L-50K300ms_m0.8,NaN,NaN,NaN
1361,J-27L-50K300ms_m0.85,NaN,NaN,NaN
1362,J-27L-50K300ms_m0.9,NaN,NaN,NaN
1363,J-27L-50K300ms_m0.95,NaN,NaN,NaN
1364,J-27L-50K300ms_m1.0,NaN,NaN,NaN
1365,J-27L-50K600ms_m0.6,189.99847412109375,NaN,NaN
1366,J-27L-50K600ms_m0.65,NaN,NaN,NaN
1367,J-27L-50K600ms_m0.7,NaN,NaN,NaN
1368,J-27L-50K600ms_m0.75,NaN,NaN,NaN
1369,J-27L-50K600ms_m0.8,NaN,NaN,NaN
1370,J-27L-50K600ms_m0.85,NaN,NaN,NaN
1371,J-27L-50K600ms_m0.9,NaN,NaN,NaN
1372,J-27L-50K600ms_m0.95,NaN,NaN,NaN
1373,J-27L-50K600ms_m1.0,NaN,NaN,NaN
1374,J-27L-40K0ms_m0.6,-6.939516067504883,11.879879001947245,-0.00012099805275589404
1375,J-27L-40K0ms_m0.65,-5.94273567199707,11.8800853356379,8.533563790003029e-5
